Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Ecuador,17-03-2020,290041,726,1002,289039,Americas
Egypt,17-03-2020,253186,2423,381,252805,Eastern Mediterranean
El Salvador,17-03-2020,68658,1033,778,67880,Americas
Equatorial Guinea,17-03-2020,402086,1714,1028,401058,Africa
Eritrea,17-03-2020,110175,928,265,109910,Africa
Estonia,17-03-2020,403936,1722,321,403615,Europe
Eswatini,17-03-2020,119439,1713,1100,118339,Africa
Ethiopia,17-03-2020,176202,2362,368,175834,Africa
Fiji,17-03-2020,134477,1457,869,133608,Western Pacific
Finland,17-03-2020,387757,910,1075,386682,Europe
France,17-03-2020,186681,1954,675,186006,Europe
France,17-03-2020,172291,136,311,171980,Europe
France,17-03-2020,398597,1167,307,398290,Europe
France,17-03-2020,273734,1420,230,273504,Europe
France,17-03-2020,167625,298,523,167102,Europe
France,17-03-2020,67006,1992,892,66114,Europe
France,17-03-2020,118260,597,539,117721,Europe
France,17-03-2020,34084,1873,602,33482,Europe
France,17-03-2020,105640,299,252,105388,Europe
France,17-03-2020,20233,528,240,19993,Europe
Gabon,17-03-2020,293297,2273,59,293238,Africa
Gambia,17-03-2020,190286,1812,16,190270,Africa
Georgia,17-03-2020,177621,1533,1183,176438,Europe
Germany,17-03-2020,6248,1798,1134,5114,Europe
Ghana,17-03-2020,186903,987,364,186539,Africa
Greece,17-03-2020,108407,1829,473,107934,Europe
Guatemala,17-03-2020,337983,378,324,337659,Americas
Guinea,17-03-2020,279764,2202,152,279612,Africa
Guyana,17-03-2020,214796,436,685,214111,Americas
Haiti,17-03-2020,167379,54,190,167189,Americas
Holy See,17-03-2020,398089,1250,595,397494,Europe
Honduras,17-03-2020,392855,287,1217,391638,Americas
Hungary,17-03-2020,4462,45,843,3619,Europe
Iceland,17-03-2020,80235,1474,1212,79023,Europe
India,17-03-2020,430010,176,345,429665,South-East Asia
Indonesia,17-03-2020,246837,763,978,245859,South-East Asia
Iran,17-03-2020,48309,971,304,48005,Eastern Mediterranean
Iraq,17-03-2020,157557,628,139,157418,Eastern Mediterranean
Ireland,17-03-2020,36107,1471,101,36006,Europe
Israel,17-03-2020,168639,493,103,168536,Europe
Italy,17-03-2020,156849,2495,1241,155608,Europe
Jamaica,17-03-2020,69234,1431,635,68599,Americas
Japan,17-03-2020,106348,1305,589,105759,Western Pacific
Jordan,17-03-2020,13017,1838,0,13017,Eastern Mediterranean
Kazakhstan,17-03-2020,156584,70,699,155885,Europe
Kenya,17-03-2020,341807,210,1169,340638,Africa
South Korea,17-03-2020,116102,1667,1022,115080,Western Pacific
Kuwait,17-03-2020,260964,2011,1206,259758,Eastern Mediterranean
Kyrgyzstan,17-03-2020,200240,1607,963,199277,Europe
Latvia,17-03-2020,216151,887,432,215719,Europe
Lebanon,17-03-2020,128586,1016,1147,127439,Eastern Mediterranean
Liberia,17-03-2020,133884,1195,186,133698,Africa
Liechtenstein,17-03-2020,296663,1267,460,296203,Europe
Lithuania,17-03-2020,370200,122,377,369823,Europe
Luxembourg,17-03-2020,391613,2131,228,391385,Europe
Madagascar,17-03-2020,246786,1434,715,246071,Africa
Malaysia,17-03-2020,18962,996,931,18031,Western Pacific
Maldives,17-03-2020,180405,2422,520,179885,South-East Asia
Malta,17-03-2020,177896,571,1240,176656,Europe
Mauritania,17-03-2020,440519,2417,1096,439423,Africa
Mauritius,17-03-2020,52997,2217,1118,51879,Africa
Mexico,17-03-2020,385392,2322,605,384787,Americas
Moldova,17-03-2020,143271,2051,1077,142194,Europe
Monaco,17-03-2020,28163,300,1095,27068,Europe
Mongolia,17-03-2020,125419,1577,921,124498,Western Pacific
Montenegro,17-03-2020,352142,1620,366,351776,Europe
Morocco,17-03-2020,27440,742,379,27061,Eastern Mediterranean
Namibia,17-03-2020,114976,2124,568,114408,Africa
Nepal,17-03-2020,133479,519,189,133290,South-East Asia
Netherlands,17-03-2020,53202,2026,228,52974,Europe
Netherlands,17-03-2020,77333,157,297,77036,Europe
Netherlands,17-03-2020,406895,768,798,406097,Europe
Netherlands,17-03-2020,318045,729,863,317182,Europe
New Zealand,17-03-2020,269530,685,562,268968,Western Pacific
Nicaragua,17-03-2020,30342,1987,609,29733,Americas
Niger,17-03-2020,153921,510,790,153131,Africa
Nigeria,17-03-2020,22388,303,1080,21308,Africa
North Macedonia,17-03-2020,370966,1827,1239,369727,Europe
Norway,17-03-2020,364861,463,1075,363786,Europe
Oman,17-03-2020,230820,472,382,230438,Eastern Mediterranean
Pakistan,17-03-2020,265377,339,580,264797,Eastern Mediterranean
Panama,17-03-2020,199164,2012,716,198448,Americas
Papua New Guinea,17-03-2020,22240,2073,173,22067,Western Pacific
Paraguay,17-03-2020,38701,1923,1042,37659,Americas
Peru,17-03-2020,218328,259,924,217404,Americas
Philippines,17-03-2020,169856,431,124,169732,Western Pacific
Poland,17-03-2020,75474,1448,1245,74229,Europe
Portugal,17-03-2020,149292,744,649,148643,Europe
Qatar,17-03-2020,209474,625,730,208744,Eastern Mediterranean
Romania,17-03-2020,246998,422,899,246099,Europe
Russia,17-03-2020,392130,2188,544,391586,Europe
Rwanda,17-03-2020,264161,1890,1013,263148,Africa
Saint Lucia,17-03-2020,270400,639,118,270282,Americas
Saint Vincent and the Grenadines,17-03-2020,440976,1097,712,440264,Americas
San Marino,17-03-2020,247018,393,387,246631,Europe
Saudi Arabia,17-03-2020,227292,855,987,226305,Eastern Mediterranean
Senegal,17-03-2020,182214,491,472,181742,Africa
Serbia,17-03-2020,59681,295,817,58864,Europe
Seychelles,17-03-2020,438295,945,638,437657,Africa
Singapore,17-03-2020,162325,2299,188,162137,Western Pacific
Slovakia,17-03-2020,73549,799,585,72964,Europe
Slovenia,17-03-2020,346235,244,619,345616,Europe
Somalia,17-03-2020,108018,164,311,107707,Eastern Mediterranean
South Africa,17-03-2020,269422,387,1217,268205,Africa
Spain,17-03-2020,193966,433,450,193516,Europe
Sri Lanka,17-03-2020,140226,1030,374,139852,South-East Asia
Sudan,17-03-2020,20112,2007,419,19693,Eastern Mediterranean
Suriname,17-03-2020,386987,168,1162,385825,Americas
Sweden,17-03-2020,355942,860,652,355290,Europe
Switzerland,17-03-2020,402263,524,190,402073,Europe
Taiwan*,17-03-2020,46210,2102,93,46117,Western Pacific
Tanzania,17-03-2020,275062,46,1036,274026,Africa
Thailand,17-03-2020,8168,1355,833,7335,South-East Asia
Togo,17-03-2020,267078,1845,582,266496,Africa
Trinidad and Tobago,17-03-2020,6199,360,444,5755,Americas
Tunisia,17-03-2020,198845,1410,501,198344,Eastern Mediterranean
Turkey,17-03-2020,433511,1438,1133,432378,Europe
Uganda,17-03-2020,212265,25,777,211488,Africa
Ukraine,17-03-2020,121038,237,1040,119998,Europe
United Arab Emirates,17-03-2020,205781,1034,664,205117,Eastern Mediterranean
United Kingdom,17-03-2020,157057,1243,543,156514,Europe
United Kingdom,17-03-2020,54407,439,466,53941,Europe
United Kingdom,17-03-2020,301612,735,661,300951,Europe
United Kingdom,17-03-2020,106285,53,927,105358,Europe
United Kingdom,17-03-2020,139490,1847,1004,138486,Europe
United Kingdom,17-03-2020,313310,160,392,312918,Europe
United Kingdom,17-03-2020,252422,2250,371,252051,Europe
Uruguay,17-03-2020,399188,1025,564,398624,Americas
US,17-03-2020,332959,2008,1078,331881,Americas
Uzbekistan,17-03-2020,46348,2313,255,46093,Europe
Venezuela,17-03-2020,89658,1893,421,89237,Americas
Vietnam,17-03-2020,158092,1788,658,157434,Western Pacific
Zambia,17-03-2020,414911,1317,530,414381,Africa
Zimbabwe,17-03-2020,91371,397,721,90650,Africa
Dominica,17-03-2020,222730,222,562,222168,Americas
Grenada,17-03-2020,148462,1042,267,148195,Americas
Mozambique,17-03-2020,315257,1276,992,314265,Africa
Syria,17-03-2020,66954,1820,1050,65904,Eastern Mediterranean
Timor-Leste,17-03-2020,43794,2091,426,43368,South-East Asia
Belize,17-03-2020,195054,957,770,194284,Americas
Laos,17-03-2020,295210,777,1229,293981,Western Pacific
Libya,17-03-2020,11856,1300,1195,10661,Eastern Mediterranean
West Bank and Gaza,17-03-2020,199080,569,1206,197874,Eastern Mediterranean
Guinea-Bissau,17-03-2020,373716,1718,764,372952,Africa
Mali,17-03-2020,79107,1196,1194,77913,Africa
Saint Kitts and Nevis,17-03-2020,420545,1560,471,420074,Americas
Canada,17-03-2020,196937,1276,1220,195717,Americas
Canada,17-03-2020,49386,1775,736,48650,Americas
Kosovo,17-03-2020,322010,618,351,321659,Europe
Burma,17-03-2020,35202,210,683,34519,South-East Asia
United Kingdom,17-03-2020,18048,483,1012,17036,Europe
United Kingdom,17-03-2020,28953,761,117,28836,Europe
United Kingdom,17-03-2020,419791,726,860,418931,Europe
Botswana,17-03-2020,395205,1152,300,394905,Africa
Burundi,17-03-2020,169843,2053,780,169063,Africa
Sierra Leone,17-03-2020,120899,235,930,119969,Africa
Malawi,17-03-2020,348465,1484,455,348010,Africa
United Kingdom,17-03-2020,416148,809,805,415343,Europe
France,17-03-2020,218955,1194,234,218721,Europe
South Sudan,17-03-2020,225355,2484,244,225111,Africa
Western Sahara,17-03-2020,225953,1568,1079,224874,Africa
Sao Tome and Principe,17-03-2020,155877,1476,1242,154635,Africa
Yemen,17-03-2020,87679,951,391,87288,Eastern Mediterranean
Comoros,17-03-2020,347886,590,505,347381,Africa
Tajikistan,17-03-2020,375599,2298,908,374691,Europe
Lesotho,17-03-2020,351630,113,561,351069,Africa
Afghanistan,18-03-2020,291278,319,581,290697,Eastern Mediterranean
Albania,18-03-2020,181256,631,380,180876,Europe
Algeria,18-03-2020,438880,53,789,438091,Africa
Andorra,18-03-2020,102678,2110,978,101700,Europe
Angola,18-03-2020,198562,1218,897,197665,Africa
Antigua and Barbuda,18-03-2020,188567,1194,350,188217,Americas
Argentina,18-03-2020,381762,736,582,381180,Americas
Armenia,18-03-2020,237010,1310,20,236990,Europe
Australia,18-03-2020,242198,900,393,241805,Western Pacific
Australia,18-03-2020,207459,319,320,207139,Western Pacific
Australia,18-03-2020,55373,2019,757,54616,Western Pacific
Australia,18-03-2020,71805,1705,1193,70612,Western Pacific
Australia,18-03-2020,365498,815,77,365421,Western Pacific
Australia,18-03-2020,143403,1066,1184,142219,Western Pacific
Australia,18-03-2020,300090,499,911,299179,Western Pacific
Australia,18-03-2020,269993,826,1016,268977,Western Pacific
Austria,18-03-2020,144007,956,388,143619,Europe
Azerbaijan,18-03-2020,363880,1151,973,362907,Europe
Bahamas,18-03-2020,271347,1781,995,270352,Americas
Bahrain,18-03-2020,406005,1583,975,405030,Eastern Mediterranean
Bangladesh,18-03-2020,318922,685,1231,317691,South-East Asia
Barbados,18-03-2020,42015,1397,501,41514,Americas
Belarus,18-03-2020,321124,554,201,320923,Europe
Belgium,18-03-2020,428170,1068,941,427229,Europe
Benin,18-03-2020,378993,220,706,378287,Africa
Bhutan,18-03-2020,247962,2220,125,247837,South-East Asia
Bolivia,18-03-2020,285023,1190,159,284864,Americas
Bosnia and Herzegovina,18-03-2020,30294,1159,417,29877,Europe
Brazil,18-03-2020,377355,670,1187,376168,Americas
Brunei,18-03-2020,218600,1113,1096,217504,Western Pacific
Bulgaria,18-03-2020,224311,1979,208,224103,Europe
Burkina Faso,18-03-2020,8879,1410,40,8839,Africa
Cabo Verde,18-03-2020,370049,2493,333,369716,Africa
Cambodia,18-03-2020,208402,2302,119,208283,Western Pacific
Cameroon,18-03-2020,39273,2408,1022,38251,Africa
Canada,18-03-2020,46907,476,797,46110,Americas
Canada,18-03-2020,255415,314,760,254655,Americas
Canada,18-03-2020,447933,2495,950,446983,Americas
Canada,18-03-2020,438128,2312,1225,436903,Americas
Canada,18-03-2020,165141,562,1035,164106,Americas
Canada,18-03-2020,9967,1297,19,9948,Americas
Canada,18-03-2020,137830,746,1189,136641,Americas
Canada,18-03-2020,93037,1048,120,92917,Americas
Canada,18-03-2020,147402,693,1223,146179,Americas
Canada,18-03-2020,219293,1138,970,218323,Americas
Central African Republic,18-03-2020,346745,1345,969,345776,Africa
Chad,18-03-2020,147187,1157,998,146189,Africa
Chile,18-03-2020,151920,2442,98,151822,Americas
China,18-03-2020,104804,2146,1041,103763,Western Pacific
China,18-03-2020,305352,2463,264,305088,Western Pacific
China,18-03-2020,386079,670,393,385686,Western Pacific
China,18-03-2020,409190,505,606,408584,Western Pacific
China,18-03-2020,147707,1224,1185,146522,Western Pacific
China,18-03-2020,148079,2020,259,147820,Western Pacific
China,18-03-2020,98413,2165,215,98198,Western Pacific
China,18-03-2020,141833,1639,956,140877,Western Pacific
China,18-03-2020,150897,51,245,150652,Western Pacific
China,18-03-2020,38167,1752,897,37270,Western Pacific
China,18-03-2020,141254,1493,1071,140183,Western Pacific
China,18-03-2020,217630,1577,714,216916,Western Pacific
China,18-03-2020,101728,2362,15,101713,Western Pacific
China,18-03-2020,14727,1750,1212,13515,Western Pacific
China,18-03-2020,270892,1807,941,269951,Western Pacific
China,18-03-2020,359191,2247,335,358856,Western Pacific
China,18-03-2020,131139,1863,928,130211,Western Pacific
China,18-03-2020,432628,1922,1237,431391,Western Pacific
China,18-03-2020,390943,2324,475,390468,Western Pacific
China,18-03-2020,3005,371,434,2571,Western Pacific
China,18-03-2020,111327,969,769,110558,Western Pacific
China,18-03-2020,279027,2143,1153,277874,Western Pacific
China,18-03-2020,249930,213,216,249714,Western Pacific
China,18-03-2020,301935,540,1024,300911,Western Pacific
China,18-03-2020,69899,677,1175,68724,Western Pacific
China,18-03-2020,117358,1001,623,116735,Western Pacific
China,18-03-2020,276571,1842,1125,275446,Western Pacific
China,18-03-2020,153495,1313,972,152523,Western Pacific
China,18-03-2020,111822,2305,267,111555,Western Pacific
China,18-03-2020,447132,1203,185,446947,Western Pacific
China,18-03-2020,283651,362,738,282913,Western Pacific
China,18-03-2020,369406,185,175,369231,Western Pacific
China,18-03-2020,52564,2219,105,52459,Western Pacific
Colombia,18-03-2020,397049,44,1028,396021,Americas
Congo (Brazzaville),18-03-2020,327174,1308,910,326264,Africa
Congo (Kinshasa),18-03-2020,234717,623,60,234657,Africa
Costa Rica,18-03-2020,410767,1822,522,410245,Americas
Cote d'Ivoire,18-03-2020,209585,2210,1013,208572,Africa
Croatia,18-03-2020,12347,1979,1151,11196,Europe
Cuba,18-03-2020,276823,1069,1228,275595,Americas
Cyprus,18-03-2020,189905,2110,777,189128,Europe
Czechia,18-03-2020,369448,84,837,368611,Europe
Denmark,18-03-2020,177890,66,1019,176871,Europe
Greenland,18-03-2020,239144,147,67,239077,Europe
Denmark,18-03-2020,214567,2062,257,214310,Europe
Djibouti,18-03-2020,118089,2451,695,117394,Eastern Mediterranean
Dominican Republic,18-03-2020,204237,2027,289,203948,Americas
Ecuador,18-03-2020,111868,1300,796,111072,Americas
Egypt,18-03-2020,332007,554,118,331889,Eastern Mediterranean
El Salvador,18-03-2020,37680,58,579,37101,Americas
Equatorial Guinea,18-03-2020,293188,211,730,292458,Africa
Eritrea,18-03-2020,70927,139,34,70893,Africa
Estonia,18-03-2020,198174,37,550,197624,Europe
Eswatini,18-03-2020,343976,1489,511,343465,Africa
Ethiopia,18-03-2020,347628,1081,492,347136,Africa
Fiji,18-03-2020,412020,1692,299,411721,Western Pacific
Finland,18-03-2020,239398,1929,1063,238335,Europe
France,18-03-2020,329590,344,450,329140,Europe
France,18-03-2020,113939,893,122,113817,Europe
France,18-03-2020,285013,1514,1088,283925,Europe
France,18-03-2020,127257,1484,229,127028,Europe
France,18-03-2020,113843,397,1215,112628,Europe
France,18-03-2020,85883,2087,851,85032,Europe
France,18-03-2020,166549,180,747,165802,Europe
France,18-03-2020,245660,1741,621,245039,Europe
France,18-03-2020,280511,442,618,279893,Europe
France,18-03-2020,258814,1602,1033,257781,Europe
Gabon,18-03-2020,174578,1537,237,174341,Africa
Gambia,18-03-2020,283751,1101,549,283202,Africa
Georgia,18-03-2020,370578,1374,1101,369477,Europe
Germany,18-03-2020,201149,1777,228,200921,Europe
Ghana,18-03-2020,201580,842,258,201322,Africa
Greece,18-03-2020,396901,1308,416,396485,Europe
Guatemala,18-03-2020,209164,2093,139,209025,Americas
Guinea,18-03-2020,172769,1583,1077,171692,Africa
Guyana,18-03-2020,391467,599,697,390770,Americas
Haiti,18-03-2020,172047,2061,671,171376,Americas
Holy See,18-03-2020,8255,1857,1081,7174,Europe
Honduras,18-03-2020,388963,246,101,388862,Americas
Hungary,18-03-2020,437892,1426,150,437742,Europe
Iceland,18-03-2020,248129,825,803,247326,Europe
India,18-03-2020,42946,1953,479,42467,South-East Asia
Indonesia,18-03-2020,35994,31,14,35980,South-East Asia
Iran,18-03-2020,133852,2220,358,133494,Eastern Mediterranean
Iraq,18-03-2020,104110,1357,82,104028,Eastern Mediterranean
Ireland,18-03-2020,396490,133,965,395525,Europe
Israel,18-03-2020,246789,1797,1202,245587,Europe
Italy,18-03-2020,69798,1469,679,69119,Europe
Jamaica,18-03-2020,404418,1002,1075,403343,Americas
Japan,18-03-2020,164987,1851,349,164638,Western Pacific
Jordan,18-03-2020,378885,186,154,378731,Eastern Mediterranean
Kazakhstan,18-03-2020,409331,746,294,409037,Europe
Kenya,18-03-2020,223486,2139,505,222981,Africa
South Korea,18-03-2020,405276,451,682,404594,Western Pacific
Kuwait,18-03-2020,430314,229,773,429541,Eastern Mediterranean
Kyrgyzstan,18-03-2020,298602,95,445,298157,Europe
Latvia,18-03-2020,260510,824,662,259848,Europe
Lebanon,18-03-2020,315810,1185,717,315093,Eastern Mediterranean
Liberia,18-03-2020,310300,2063,97,310203,Africa
Liechtenstein,18-03-2020,401737,1956,1093,400644,Europe
Lithuania,18-03-2020,334205,1941,665,333540,Europe
Luxembourg,18-03-2020,150755,1915,870,149885,Europe
Madagascar,18-03-2020,362218,2373,71,362147,Africa
Malaysia,18-03-2020,307301,2410,1158,306143,Western Pacific
Maldives,18-03-2020,386781,1566,385,386396,South-East Asia
Malta,18-03-2020,227754,1444,525,227229,Europe
Mauritania,18-03-2020,111330,1254,897,110433,Africa
Mauritius,18-03-2020,227603,1604,45,227558,Africa
Mexico,18-03-2020,17667,2331,1027,16640,Americas
Moldova,18-03-2020,163390,1480,768,162622,Europe
Monaco,18-03-2020,187195,750,747,186448,Europe
Mongolia,18-03-2020,29248,2111,228,29020,Western Pacific
Montenegro,18-03-2020,87188,1808,507,86681,Europe
Morocco,18-03-2020,199387,101,878,198509,Eastern Mediterranean
Namibia,18-03-2020,233494,2145,1162,232332,Africa
Nepal,18-03-2020,295853,1316,636,295217,South-East Asia
Netherlands,18-03-2020,122711,248,437,122274,Europe
Netherlands,18-03-2020,111971,2159,347,111624,Europe
Netherlands,18-03-2020,415099,52,194,414905,Europe
Netherlands,18-03-2020,360350,1954,236,360114,Europe
New Zealand,18-03-2020,199277,2196,1159,198118,Western Pacific
Nicaragua,18-03-2020,310535,25,1217,309318,Americas
Niger,18-03-2020,4195,2022,352,3843,Africa
Nigeria,18-03-2020,190668,266,138,190530,Africa
North Macedonia,18-03-2020,141245,309,1026,140219,Europe
Norway,18-03-2020,157833,2402,734,157099,Europe
Oman,18-03-2020,376739,1577,11,376728,Eastern Mediterranean
Pakistan,18-03-2020,217124,146,525,216599,Eastern Mediterranean
Panama,18-03-2020,325229,137,220,325009,Americas
Papua New Guinea,18-03-2020,275637,616,664,274973,Western Pacific
Paraguay,18-03-2020,394764,1795,690,394074,Americas
Peru,18-03-2020,193343,1575,978,192365,Americas
Philippines,18-03-2020,45504,1185,522,44982,Western Pacific
Poland,18-03-2020,68772,1265,1176,67596,Europe
Portugal,18-03-2020,326888,1981,70,326818,Europe
Qatar,18-03-2020,132947,2208,1103,131844,Eastern Mediterranean
Romania,18-03-2020,382391,1848,823,381568,Europe
Russia,18-03-2020,64185,1694,918,63267,Europe
Rwanda,18-03-2020,434461,1908,901,433560,Africa
Saint Lucia,18-03-2020,278811,1899,877,277934,Americas
Saint Vincent and the Grenadines,18-03-2020,213813,1357,706,213107,Americas
San Marino,18-03-2020,66396,1415,354,66042,Europe
Saudi Arabia,18-03-2020,405093,293,926,404167,Eastern Mediterranean
Senegal,18-03-2020,332638,1198,1146,331492,Africa
Serbia,18-03-2020,266731,1,516,266215,Europe
Seychelles,18-03-2020,102159,252,261,101898,Africa
Singapore,18-03-2020,399775,1413,702,399073,Western Pacific
Slovakia,18-03-2020,203504,1491,527,202977,Europe
Slovenia,18-03-2020,293151,2108,830,292321,Europe
Somalia,18-03-2020,35802,1614,277,35525,Eastern Mediterranean
South Africa,18-03-2020,99186,1619,670,98516,Africa
Spain,18-03-2020,226168,943,605,225563,Europe
Sri Lanka,18-03-2020,109549,603,731,108818,South-East Asia
Sudan,18-03-2020,353681,512,1012,352669,Eastern Mediterranean
Suriname,18-03-2020,312674,2382,386,312288,Americas
Sweden,18-03-2020,30129,1394,56,30073,Europe
Switzerland,18-03-2020,82241,1181,72,82169,Europe
Taiwan*,18-03-2020,334479,944,243,334236,Western Pacific
Tanzania,18-03-2020,308065,707,1052,307013,Africa
Thailand,18-03-2020,262464,1594,360,262104,South-East Asia
Togo,18-03-2020,266102,179,789,265313,Africa
Trinidad and Tobago,18-03-2020,168315,1467,25,168290,Americas
Tunisia,18-03-2020,162983,1073,774,162209,Eastern Mediterranean
Turkey,18-03-2020,361880,2299,448,361432,Europe
Uganda,18-03-2020,260585,251,73,260512,Africa
Ukraine,18-03-2020,440312,993,489,439823,Europe
United Arab Emirates,18-03-2020,111164,1399,129,111035,Eastern Mediterranean
United Kingdom,18-03-2020,33554,305,279,33275,Europe
United Kingdom,18-03-2020,379869,1573,1069,378800,Europe
United Kingdom,18-03-2020,276761,2340,556,276205,Europe
United Kingdom,18-03-2020,22985,2374,1174,21811,Europe
United Kingdom,18-03-2020,249909,2231,253,249656,Europe
United Kingdom,18-03-2020,234877,1525,998,233879,Europe
United Kingdom,18-03-2020,32281,2425,810,31471,Europe
Uruguay,18-03-2020,395646,1256,667,394979,Americas
US,18-03-2020,87401,985,354,87047,Americas
Uzbekistan,18-03-2020,56168,2015,493,55675,Europe
Venezuela,18-03-2020,271773,1195,790,270983,Americas
Vietnam,18-03-2020,352993,706,278,352715,Western Pacific
Zambia,18-03-2020,125192,850,626,124566,Africa
Zimbabwe,18-03-2020,252602,805,38,252564,Africa
Dominica,18-03-2020,414340,2309,797,413543,Americas
Grenada,18-03-2020,338397,2268,605,337792,Americas
Mozambique,18-03-2020,170628,2223,229,170399,Africa
Syria,18-03-2020,359082,1090,702,358380,Eastern Mediterranean
Timor-Leste,18-03-2020,429223,58,950,428273,South-East Asia
Belize,18-03-2020,308909,1761,1224,307685,Americas
Laos,18-03-2020,294595,1613,388,294207,Western Pacific
Libya,18-03-2020,251806,2175,1205,250601,Eastern Mediterranean
West Bank and Gaza,18-03-2020,360726,1874,669,360057,Eastern Mediterranean
Guinea-Bissau,18-03-2020,242962,159,426,242536,Africa
Mali,18-03-2020,127035,1541,605,126430,Africa
Saint Kitts and Nevis,18-03-2020,184474,60,537,183937,Americas
Canada,18-03-2020,236838,2161,676,236162,Americas
Canada,18-03-2020,287314,2033,1084,286230,Americas
Kosovo,18-03-2020,239680,1676,421,239259,Europe
Burma,18-03-2020,159918,1157,221,159697,South-East Asia
United Kingdom,18-03-2020,357187,69,271,356916,Europe
United Kingdom,18-03-2020,102735,1660,162,102573,Europe
United Kingdom,18-03-2020,431871,2060,213,431658,Europe
Botswana,18-03-2020,90807,1771,573,90234,Africa
Burundi,18-03-2020,76448,1633,963,75485,Africa
Sierra Leone,18-03-2020,130359,1826,536,129823,Africa
Malawi,18-03-2020,360456,2129,413,360043,Africa
United Kingdom,18-03-2020,215219,96,718,214501,Europe
France,18-03-2020,345585,1835,406,345179,Europe
South Sudan,18-03-2020,39128,699,267,38861,Africa
Western Sahara,18-03-2020,249874,2407,61,249813,Africa
Sao Tome and Principe,18-03-2020,314940,1814,558,314382,Africa
Yemen,18-03-2020,66469,1830,312,66157,Eastern Mediterranean
Comoros,18-03-2020,94979,172,249,94730,Africa
Tajikistan,18-03-2020,188134,245,646,187488,Europe
Lesotho,18-03-2020,133341,585,494,132847,Africa
Afghanistan,19-03-2020,11683,312,398,11285,Eastern Mediterranean
Albania,19-03-2020,154548,703,34,154514,Europe
Algeria,19-03-2020,393850,1544,434,393416,Africa
Andorra,19-03-2020,343240,1962,296,342944,Europe
Angola,19-03-2020,342315,343,719,341596,Africa
Antigua and Barbuda,19-03-2020,114191,1422,1184,113007,Americas
Argentina,19-03-2020,123342,1009,311,123031,Americas
Armenia,19-03-2020,348724,589,786,347938,Europe
Australia,19-03-2020,173916,1394,1233,172683,Western Pacific
Australia,19-03-2020,246581,25,614,245967,Western Pacific
Australia,19-03-2020,73740,1650,687,73053,Western Pacific
Australia,19-03-2020,364661,1533,140,364521,Western Pacific
Australia,19-03-2020,249237,447,105,249132,Western Pacific
Australia,19-03-2020,32964,42,544,32420,Western Pacific
Australia,19-03-2020,297358,2175,817,296541,Western Pacific
Australia,19-03-2020,334468,1571,1036,333432,Western Pacific
Austria,19-03-2020,238880,560,842,238038,Europe
Azerbaijan,19-03-2020,372253,2288,900,371353,Europe
Bahamas,19-03-2020,212343,1027,482,211861,Americas
Bahrain,19-03-2020,48826,317,587,48239,Eastern Mediterranean
Bangladesh,19-03-2020,39688,586,1156,38532,South-East Asia
Barbados,19-03-2020,59376,1717,821,58555,Americas
Belarus,19-03-2020,253999,1027,1234,252765,Europe
Belgium,19-03-2020,80863,1450,368,80495,Europe
Benin,19-03-2020,353386,277,585,352801,Africa
Bhutan,19-03-2020,143902,1942,398,143504,South-East Asia
Bolivia,19-03-2020,35440,2149,406,35034,Americas
Bosnia and Herzegovina,19-03-2020,84115,1612,889,83226,Europe
Brazil,19-03-2020,265557,1590,750,264807,Americas
Brunei,19-03-2020,337824,1157,719,337105,Western Pacific
Bulgaria,19-03-2020,179173,1594,378,178795,Europe
Burkina Faso,19-03-2020,113784,1765,177,113607,Africa
Cabo Verde,19-03-2020,291021,1241,277,290744,Africa
Cambodia,19-03-2020,194630,1478,819,193811,Western Pacific
Cameroon,19-03-2020,153916,1777,1171,152745,Africa
Canada,19-03-2020,154137,406,1246,152891,Americas
Canada,19-03-2020,230847,920,522,230325,Americas
Canada,19-03-2020,338231,455,529,337702,Americas
Canada,19-03-2020,349858,1431,855,349003,Americas
Canada,19-03-2020,219327,1101,719,218608,Americas
Canada,19-03-2020,16958,1090,980,15978,Americas
Canada,19-03-2020,17270,1860,872,16398,Americas
Canada,19-03-2020,215577,1795,1102,214475,Americas
Canada,19-03-2020,378786,1143,698,378088,Americas
Canada,19-03-2020,222023,2472,279,221744,Americas
Central African Republic,19-03-2020,130825,1729,447,130378,Africa
Chad,19-03-2020,211575,499,198,211377,Africa
Chile,19-03-2020,81655,1231,1106,80549,Americas
China,19-03-2020,343559,1068,1098,342461,Western Pacific
China,19-03-2020,136787,476,818,135969,Western Pacific
China,19-03-2020,228151,688,736,227415,Western Pacific
China,19-03-2020,331302,1597,360,330942,Western Pacific
China,19-03-2020,60321,1950,274,60047,Western Pacific
China,19-03-2020,238994,1693,147,238847,Western Pacific
China,19-03-2020,233717,1939,294,233423,Western Pacific
China,19-03-2020,74027,2085,376,73651,Western Pacific
China,19-03-2020,122870,1515,5,122865,Western Pacific
China,19-03-2020,342318,76,949,341369,Western Pacific
China,19-03-2020,373417,1413,39,373378,Western Pacific
China,19-03-2020,428487,2133,512,427975,Western Pacific
China,19-03-2020,319415,965,711,318704,Western Pacific
China,19-03-2020,273344,1155,9,273335,Western Pacific
China,19-03-2020,142005,2467,354,141651,Western Pacific
China,19-03-2020,32382,1129,1202,31180,Western Pacific
China,19-03-2020,228509,1762,1225,227284,Western Pacific
China,19-03-2020,69630,991,1013,68617,Western Pacific
